gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type,chromosome
Kcnc2,chr10,112271121,112467024,+,112261121,112271121,3.933635896444321,4.840957688844203,0.9073217923998822,Mixed,NSC,chr10
Atxn7l3b,chr10,112925430,112929001,-,112929001,112939001,2.7362324697017666,4.464260182396571,1.7280277126948045,Mixed,NSC,chr10
Tbc1d15,chr10,115197872,115251467,-,115251467,115261467,3.980697592151165,3.958147084931532,-0.0225505072196328,Mixed,NSC,chr10
Rab21,chr10,115287084,115315594,-,115315594,115325594,6.367753049170972,5.709155310169855,-0.6585977390011166,Mixed,NSC,chr10
Tmem19,chr10,115339674,115362501,-,115362501,115372501,4.7386340326428416,5.267818333373467,0.5291843007306252,Mixed,NSC,chr10
Zfc3h1,chr10,115384959,115432772,+,115374959,115384959,4.915208244919777,5.650322352506717,0.7351141075869405,Mixed,NSC,chr10
Lgr5,chr10,115450311,115587780,-,115587780,115597780,4.27494459605217,4.7384361140728,0.4634915180206302,Mixed,NSC,chr10
Taf7l2,chr10,116111664,116113917,-,116113917,116123917,3.935917849808932,4.7893263534903525,0.853408503681421,Mixed,NSC,chr10
Kcnmb4os1,chr10,116418052,116421237,+,116408052,116418052,5.103113144588471,5.134303260521094,0.0311901159326231,Mixed,NSC,chr10
Kcnmb4os2,chr10,116473163,116475319,+,116463163,116473163,5.340212114214898,5.567533056600888,0.2273209423859894,Mixed,NSC,chr10
Cnot2,chr10,116485161,116581511,-,116581511,116591511,6.265341663599015,5.314787494444847,-0.9505541691541683,Mixed,NSC,chr10
Rab3ip,chr10,116905784,116950769,-,116950769,116960769,6.141045307189226,5.608343139803409,-0.5327021673858168,Mixed,NSC,chr10
Cct2,chr10,117051001,117063814,-,117063814,117073814,4.430952352631092,5.280081095834572,0.8491287432034804,Mixed,NSC,chr10
Frs2,chr10,117069427,117148534,-,117148534,117158534,5.411011741554737,5.483296228082975,0.0722844865282379,Mixed,NSC,chr10
Yeats4,chr10,117215221,117224507,-,117224507,117234507,6.453919274330139,5.518465688165029,-0.93545358616511,Mixed,NSC,chr10
Cpsf6,chr10,117344673,117380015,-,117380015,117390015,5.631224429368973,4.90475677227974,-0.7264676570892332,Mixed,NSC,chr10
Cpm,chr10,117629500,117687352,+,117619500,117629500,5.183466732919215,4.203122191369533,-0.980344541549682,Mixed,NSC,chr10
Mdm2,chr10,117688875,117710758,-,117710758,117720758,6.15137624219656,5.353635838258267,-0.7977404039382927,Mixed,NSC,chr10
Slc35e3,chr10,117733679,117746365,-,117746365,117756365,6.558659208118916,5.30709919739763,-1.2515600107212863,Mixed,NSC,chr10
Nup107,chr10,117750621,117792705,-,117792705,117802705,5.239849986493587,4.97147250743707,-0.2683774790565172,Mixed,NSC,chr10
Rap1b,chr10,117813871,117846035,-,117846035,117856035,5.746363659083843,5.199511677145958,-0.546851981937885,Mixed,NSC,chr10
Mdm1,chr10,118141811,118168997,+,118131811,118141811,5.45458720446825,5.517702501841387,0.0631152973731365,Mixed,NSC,chr10
Dyrk2,chr10,118855603,118870209,-,118870209,118880209,4.300552718281747,4.623894851521651,0.3233421332399047,Mixed,NSC,chr10
Cand1,chr10,119199255,119240055,-,119240055,119250055,6.0936521575450895,5.486365447213252,-0.6072867103318371,Mixed,NSC,chr10
Grip1,chr10,119453830,120087261,+,119443830,119453830,5.5004679957628255,5.7385989865263305,0.2381309907635049,Mixed,NSC,chr10
Helb,chr10,120083608,120112987,-,120112987,120122987,5.734498666083812,5.105779806510608,-0.6287188595732047,Mixed,NSC,chr10
Tmbim4,chr10,120201590,120224917,+,120191590,120201590,6.954144761323929,6.424537855625153,-0.5296069056987758,Mixed,NSC,chr10
Llph,chr10,120227070,120232582,+,120217070,120227070,5.907889505505562,5.6012394549449285,-0.3066500505606333,Mixed,NSC,chr10
Hmga2,chr10,120361275,120476469,-,120476469,120486469,4.874047044444085,5.018904369910557,0.1448573254664724,Mixed,NSC,chr10
Msrb3,chr10,120781096,120899101,-,120899101,120909101,5.110959593683481,4.655652735753853,-0.455306857929628,Mixed,NSC,chr10
Lemd3,chr10,120923413,120979332,-,120979332,120989332,4.562938319993019,4.645182407955329,0.0822440879623105,Mixed,NSC,chr10
Wif1,chr10,121033960,121100650,+,121023960,121033960,5.73575291889906,4.606942479193211,-1.1288104397058485,Mixed,NSC,chr10
Tbc1d30,chr10,121263820,121351278,-,121351278,121361278,6.216190856420994,5.528833651574453,-0.6873572048465411,Mixed,NSC,chr10
Gns,chr10,121365090,121397249,+,121355090,121365090,5.486671607732773,5.449380435268085,-0.0372911724646876,Mixed,NSC,chr10
Rassf3,chr10,121410350,121476347,-,121476347,121486347,6.263704372692107,5.757932369939486,-0.5057720027526207,Mixed,NSC,chr10
Tbk1,chr10,121546455,121586787,-,121586787,121596787,5.394816605699063,5.874064969233672,0.4792483635346087,Mixed,NSC,chr10
Xpot,chr10,121587380,121626332,-,121626332,121636332,5.302612299609184,5.415794189159075,0.1131818895498915,Mixed,NSC,chr10
D930020B18Rik,chr10,121641588,121693915,+,121631588,121641588,6.459514197671413,5.519150090312958,-0.9403641073584552,Mixed,NSC,chr10
Srgap1,chr10,121780991,122047315,-,122047315,122057315,6.247974859714508,5.41117479624351,-0.8368000634709976,Mixed,NSC,chr10
Rxylt1,chr10,122078114,122097371,-,122097371,122107371,5.537512457346916,5.348687263147036,-0.1888251941998806,Mixed,NSC,chr10
Avpr1a,chr10,122448499,122453452,+,122438499,122448499,5.027974127727747,4.398320919313033,-0.6296532084147142,Mixed,NSC,chr10
Mir8104,chr10,122679315,122679415,+,122669315,122679315,4.684905364692211,4.630153792421023,-0.0547515722711882,Mixed,NSC,chr10
Mirlet7i,chr10,122985640,122985724,-,122985724,122995724,6.616699898910523,6.11790817905267,-0.4987917198578522,Mixed,NSC,chr10
Mon2,chr10,122992060,123076505,-,123076505,123086505,4.633502955555916,4.755146981497605,0.1216440259416886,Mixed,NSC,chr10
Usp15,chr10,123105006,123196995,-,123196995,123206995,5.57820935022831,5.547518141468366,-0.0306912087599435,Mixed,NSC,chr10
Tafa2,chr10,123263996,123741204,+,123253996,123263996,4.1661887575984,4.657462898373604,0.4912741407752037,Mixed,NSC,chr10
Lrig3,chr10,125966168,126015359,+,125956168,125966168,5.690333844518662,5.074469053816796,-0.615864790701866,Mixed,NSC,chr10
Atp23,chr10,126868427,126901355,-,126901355,126911355,5.32574652838707,4.543507366438707,-0.7822391619483628,Mixed,NSC,chr10
Ctdsp2,chr10,126978717,126999975,+,126968717,126978717,8.047681701087951,6.071806375463804,-1.9758753256241477,Mixed,NSC,chr10
Tsfm,chr10,127011572,127030840,-,127030840,127040840,6.6030358855128295,6.017424481610457,-0.5856114039023721,Mixed,NSC,chr10
Eef1akmt3,chr10,127031004,127041513,-,127041513,127051513,9.361291758859156,6.859372750576337,-2.50191900828282,Euchromatin,NSC,chr10
Cyp27b1,chr10,127048250,127053006,+,127038250,127048250,8.164014488339426,6.66285157907009,-1.5011629092693353,Mixed,NSC,chr10
Marchf9,chr10,127055011,127060184,-,127060184,127070184,8.78073962699175,6.904621692482631,-1.8761179345091188,Mixed,NSC,chr10
Cdk4,chr10,127063534,127067920,+,127053534,127063534,8.784170421445369,6.878277994155884,-1.9058924272894853,Mixed,NSC,chr10
Agap2,chr10,127075284,127093169,+,127065284,127075284,6.541342773425579,6.189282255991299,-0.3520605174342801,Mixed,NSC,chr10
Os9,chr10,127095650,127121131,-,127121131,127131131,5.416069253021479,4.875386910533905,-0.5406823424875737,Mixed,NSC,chr10
B4galnt1,chr10,127165225,127172330,+,127155225,127165225,2.4758626558780668,2.0552830357352896,-0.4205796201427771,Mixed,NSC,chr10
Slc26a10,chr10,127171393,127180645,-,127180645,127190645,8.210263324260712,6.015502587934336,-2.1947607363263764,Euchromatin,NSC,chr10
Arhgef25,chr10,127182525,127190083,-,127190083,127200083,9.57451135841608,6.831756371235848,-2.7427549871802324,Euchromatin,NSC,chr10
Dtx3,chr10,127190378,127195728,-,127195728,127205728,7.99750809789896,6.538558860770862,-1.458949237128098,Mixed,NSC,chr10
Pip4k2c,chr10,127197067,127211585,-,127211585,127221585,5.757623377323151,5.124188143223524,-0.6334352340996272,Mixed,NSC,chr10
Dctn2,chr10,127266368,127281950,+,127256368,127266368,7.249543536496162,6.150089028112094,-1.099454508384068,Mixed,NSC,chr10
Mbd6,chr10,127281956,127289018,-,127289018,127299018,8.466839015102387,6.3765708134651184,-2.0902682016372687,Euchromatin,NSC,chr10
Ddit3,chr10,127290829,127293753,+,127280829,127290829,8.93950938616991,6.437110634787878,-2.502398751382032,Euchromatin,NSC,chr10
Mars1,chr10,127296221,127311786,-,127311786,127321786,6.1103686388731,5.715464900314808,-0.3949037385582921,Mixed,NSC,chr10
Arhgap9,chr10,127321964,127329943,+,127311964,127321964,5.921141643631458,5.673269141272704,-0.2478725023587538,Mixed,NSC,chr10
R3hdm2,chr10,127380327,127499384,+,127370327,127380327,5.099196907508373,5.252783819015821,0.1535869115074479,Mixed,NSC,chr10
Ndufa4l2,chr10,127514967,127517154,+,127504967,127514967,9.891966117322443,6.849734755448499,-3.042231361873946,Euchromatin,NSC,chr10
Nxph4,chr10,127525473,127534559,-,127534559,127544559,8.10911606580019,6.6564416111667954,-1.452674454633395,Mixed,NSC,chr10
Lrp1,chr10,127538161,127621148,-,127621148,127631148,7.0349882445335385,5.81799685609738,-1.216991388436159,Mixed,NSC,chr10
Nab2,chr10,127660918,127668568,-,127668568,127678568,5.975182742106915,5.451580114042759,-0.5236026280641557,Mixed,NSC,chr10
Nemp1,chr10,127666901,127701049,+,127656901,127666901,9.214463499855997,6.835264910032351,-2.379198589823644,Euchromatin,NSC,chr10
Zbtb39,chr10,127739538,127747349,+,127729538,127739538,7.115321521139145,5.4566319374521575,-1.6586895836869875,Mixed,NSC,chr10
Naca,chr10,128035575,128048637,+,128025575,128035575,4.519239009559154,4.501681158343951,-0.0175578512152032,Mixed,NSC,chr10
Ptges3,chr10,128058954,128077272,+,128048954,128058954,6.029773960530758,5.728563620785873,-0.3012103397448848,Mixed,NSC,chr10
Baz2a,chr10,128091577,128129303,+,128081577,128091577,6.889173431652784,5.8422379271686085,-1.0469355044841755,Mixed,NSC,chr10
Gls2,chr10,128194457,128210004,+,128184457,128194457,6.308181603705883,5.068046914406618,-1.240134689299265,Mixed,NSC,chr10
Spryd4,chr10,128209908,128211807,-,128211807,128221807,6.522042882525922,5.497711053379376,-1.0243318291465453,Mixed,NSC,chr10
Timeless,chr10,128232065,128252941,+,128222065,128232065,8.349175749123097,6.606435464163621,-1.742740284959476,Mixed,NSC,chr10
Stat2,chr10,128270559,128292849,+,128260559,128270559,5.563990422546864,5.462597214905421,-0.1013932076414425,Mixed,NSC,chr10
Pan2,chr10,128303335,128321358,+,128293335,128303335,5.843540821492672,5.744650753875573,-0.0988900676170994,Mixed,NSC,chr10
Cnpy2,chr10,128322459,128327553,+,128312459,128322459,7.945375402021409,6.97792802700599,-0.9674473750154196,Mixed,NSC,chr10
Cs,chr10,128337734,128362479,+,128327734,128337734,5.680442598509789,5.507369184215864,-0.1730734142939249,Mixed,NSC,chr10
Coq10a,chr10,128363100,128368997,-,128368997,128378997,7.925980927038193,6.090363204117616,-1.8356177229205768,Mixed,NSC,chr10
Ankrd52,chr10,128377115,128408704,+,128367115,128377115,7.985895888090134,6.281930116275947,-1.703965771814187,Mixed,NSC,chr10
Nabp2,chr10,128401395,128411492,-,128411492,128421492,6.54405812716484,5.365755146662394,-1.178302980502446,Mixed,NSC,chr10
Rnf41,chr10,128411657,128441441,+,128401657,128411657,7.822445149338245,5.951574259293079,-1.8708708900451656,Mixed,NSC,chr10
Mir8105,chr10,128458680,128458768,+,128448680,128458680,7.125308061718941,6.141133084138235,-0.9841749775807056,Mixed,NSC,chr10
Smarcc2,chr10,128459248,128490482,+,128449248,128459248,7.523795085549354,6.310282177619139,-1.2135129079302152,Mixed,NSC,chr10
Esyt1,chr10,128509965,128525871,-,128525871,128535871,5.826598631501197,6.17395244956414,0.3473538180629427,Mixed,NSC,chr10
Zc3h10,chr10,128541963,128547774,-,128547774,128557774,6.319643096113205,5.6902201979120575,-0.6294228982011472,Mixed,NSC,chr10
Rpl41,chr10,128548114,128549305,-,128549305,128559305,6.336459128916263,5.452869028886159,-0.8835901000301041,Mixed,NSC,chr10
Pa2g4,chr10,128557766,128565987,-,128565987,128575987,8.301213891613484,6.477980953292051,-1.823232938321433,Mixed,NSC,chr10
Erbb3,chr10,128567523,128589652,-,128589652,128599652,6.707310429990292,6.138150553532442,-0.5691598764578503,Mixed,NSC,chr10
Rps26,chr10,128624534,128626747,-,128626747,128636747,6.274815843641758,5.826125398604074,-0.4486904450376832,Mixed,NSC,chr10
Ikzf4,chr10,128630843,128669358,-,128669358,128679358,7.143872383105754,5.3237784706433615,-1.8200939124623927,Mixed,NSC,chr10
Gm26876,chr10,128645884,128649811,+,128635884,128645884,8.247889438295365,6.220924075071017,-2.026965363224348,Euchromatin,NSC,chr10
Suox,chr10,128669894,128674073,-,128674073,128684073,5.375262447589636,4.870318357455731,-0.5049440901339048,Mixed,NSC,chr10
Rab5b,chr10,128677175,128696264,-,128696264,128706264,8.899346692693234,6.498461628154914,-2.40088506453832,Euchromatin,NSC,chr10
Cdk2,chr10,128697939,128705031,-,128705031,128715031,6.356177231609821,5.743126168413958,-0.6130510631958632,Mixed,NSC,chr10
Dgka,chr10,128720134,128744855,-,128744855,128754855,6.468461054146289,6.202580406268439,-0.2658806478778501,Mixed,NSC,chr10
Pym1,chr10,128747889,128766564,+,128737889,128747889,5.604353237354755,5.785082405251264,0.1807291678965086,Mixed,NSC,chr10
Dnajc14,chr10,128804062,128819446,+,128794062,128804062,8.438370942044259,7.021381655049325,-1.4169892869949337,Mixed,NSC,chr10
Sarnp,chr10,128817333,128877629,+,128807333,128817333,5.714160626339912,4.824819591581821,-0.8893410347580915,Mixed,NSC,chr10
Gdf11,chr10,128882295,128891718,-,128891718,128901718,8.623932086980343,6.981443366575241,-1.642488720405102,Mixed,NSC,chr10
Cd63,chr10,128900989,128912822,+,128890989,128900989,8.793079934489727,6.910388539111614,-1.8826913953781128,Mixed,NSC,chr10
Bloc1s1,chr10,128917882,128924035,-,128924035,128934035,6.89026841801405,5.536586815873783,-1.3536816021402671,Mixed,NSC,chr10
Itga7,chr10,128933818,128958282,+,128923818,128933818,7.1094340700984,5.603765895322958,-1.505668174775442,Mixed,NSC,chr10
Ighmbp2,chr19,3259076,3283017,-,3283017,3293017,8.935085816776752,5.993321416930358,-2.9417643998463943,Euchromatin,NSC,chr19
Cpt1a,chr19,3322334,3385733,+,3312334,3322334,8.336834977197647,6.2152848842899004,-2.1215500929077464,Euchromatin,NSC,chr19
Tesmin,chr19,3388857,3407823,+,3378857,3388857,7.306633397352695,4.885894857370853,-2.4207385399818424,Euchromatin,NSC,chr19
Gal,chr19,3409915,3414544,-,3414544,3424544,8.577580222153664,6.785925102190177,-1.7916551199634867,Mixed,NSC,chr19
Ppp6r3,chr19,3454928,3575749,-,3575749,3585749,7.485438583278656,5.265444730623563,-2.219993852655093,Euchromatin,NSC,chr19
Lrp5,chr19,3584828,3686564,-,3686564,3696564,7.313790533256531,6.758146962523461,-0.5556435707330705,Mixed,NSC,chr19
1810055G02Rik,chr19,3708293,3717881,+,3698293,3708293,7.577657872211933,5.739607682609559,-1.8380501896023749,Mixed,NSC,chr19
Kmt5b,chr19,3767421,3818303,+,3757421,3767421,6.379892566597462,5.4216176378011705,-0.9582749287962916,Mixed,NSC,chr19
Chka,chr19,3851773,3894369,+,3841773,3851773,6.809139808213711,5.5047033345063525,-1.3044364737073586,Mixed,NSC,chr19
Tcirg1,chr19,3896050,3907133,-,3907133,3917133,8.706891426992417,6.516709224949281,-2.190182202043136,Euchromatin,NSC,chr19
Doc2g,chr19,4003313,4007005,+,3993313,4003313,9.95382384970188,6.736610603662332,-3.217213246039548,Euchromatin,NSC,chr19
Ndufv1,chr19,4007384,4012806,-,4012806,4022806,7.419965630412101,6.492399069456258,-0.9275665609558424,Mixed,NSC,chr19
Gstp1,chr19,4035407,4037985,-,4037985,4047985,6.604821194469929,5.572843947947025,-1.031977246522905,Mixed,NSC,chr19
Cdk2ap2,chr19,4097182,4099019,+,4087182,4097182,8.00223226546049,5.916999185915788,-2.085233079544702,Euchromatin,NSC,chr19
Pitpnm1,chr19,4099998,4113965,+,4089998,4099998,9.323900036656855,6.40090699792703,-2.922993038729825,Euchromatin,NSC,chr19
Aip,chr19,4114446,4125858,-,4125858,4135858,8.000569751238823,6.459561376039186,-1.5410083751996364,Mixed,NSC,chr19
Coro1b,chr19,4148619,4154035,+,4138619,4148619,9.57300278686285,7.16714427431027,-2.4058585125525798,Euchromatin,NSC,chr19
Rps6kb2,chr19,4153991,4163354,-,4163354,4173354,10.601907328057289,6.880754139109452,-3.721153188947836,Euchromatin,NSC,chr19
Carns1,chr19,4164324,4175479,-,4175479,4185479,7.895186717784405,6.1838052263975145,-1.7113814913868906,Mixed,NSC,chr19
Ppp1ca,chr19,4192065,4195420,+,4182065,4192065,9.68228856575489,6.649449563145637,-3.0328390026092524,Euchromatin,NSC,chr19
Rad9a,chr19,4195196,4201662,-,4201662,4211662,7.146931773447991,5.84697868027687,-1.29995309317112,Mixed,NSC,chr19
Gm45928,chr19,4214357,4233297,+,4204357,4214357,7.749550977528095,6.240695078619321,-1.5088558989087737,Mixed,NSC,chr19
Ssh3,chr19,4261668,4269180,-,4269180,4279180,6.573343274235726,5.278678777575492,-1.294664496660234,Mixed,NSC,chr19
Ankrd13d,chr19,4270180,4283137,-,4283137,4293137,10.312930583107471,7.654393579153219,-2.658537003954252,Euchromatin,NSC,chr19
Grk2,chr19,4286001,4306222,-,4306222,4316222,8.214016019642353,6.768269303381444,-1.445746716260909,Mixed,NSC,chr19
Kdm2a,chr19,4314419,4398285,-,4398285,4408285,5.99035246014595,5.660434652030468,-0.3299178081154821,Mixed,NSC,chr19
Syt12,chr19,4445908,4477447,-,4477447,4487447,7.920366363501548,5.59393561100165,-2.326430752499898,Euchromatin,NSC,chr19
Pcx,chr19,4510472,4621752,+,4500472,4510472,6.936333702003957,5.800495166691145,-1.1358385353128115,Mixed,NSC,chr19
Lrfn4,chr19,4611785,4615667,-,4615667,4625667,9.944568083441258,7.010291560067732,-2.934276523373525,Euchromatin,NSC,chr19
Rce1,chr19,4622591,4625641,-,4625641,4635641,5.558161046886444,5.604613907118638,0.0464528602321934,Mixed,NSC,chr19
Gm960,chr19,4625734,4698668,-,4698668,4708668,6.085754550874233,6.163705720980961,0.0779511701067283,Mixed,NSC,chr19
Sptbn2,chr19,4711167,4752360,+,4701167,4711167,5.91989869773388,5.549086045145988,-0.3708126525878912,Mixed,NSC,chr19
Gm21992,chr19,4742913,4811612,-,4811612,4821612,6.334183776450157,4.763639657052358,-1.5705441193977991,Mixed,NSC,chr19
Rbm4b,chr19,4756497,4767065,+,4746497,4756497,7.493649426817894,6.255389801597595,-1.2382596252202998,Mixed,NSC,chr19
Rbm4,chr19,4784293,4793901,-,4793901,4803901,7.588361976933479,5.977838717822234,-1.610523259111245,Mixed,NSC,chr19
Ccs,chr19,4825366,4839332,-,4839332,4849332,7.088026758015157,5.6342884550015135,-1.453738303013643,Mixed,NSC,chr19
Ctsf,chr19,4855130,4860918,+,4845130,4855130,5.48630474048853,5.269347851971785,-0.2169568885167443,Mixed,NSC,chr19
Zdhhc24,chr19,4878668,4885397,+,4868668,4878668,7.451483854174614,5.6805069930791845,-1.7709768610954295,Mixed,NSC,chr19
Dpp3,chr19,4907229,4928287,-,4928287,4938287,7.097550399541856,6.328179527366161,-0.7693708721756947,Mixed,NSC,chr19
Peli3,chr19,4929717,4943127,-,4943127,4953127,6.240574854576588,5.12813492692709,-1.1124399276494978,Mixed,NSC,chr19
Mrpl11,chr19,4962147,4966999,+,4952147,4962147,6.059812463742494,4.67288113142848,-1.3869313323140142,Mixed,NSC,chr19
Npas4,chr19,4984355,4990316,-,4990316,5000316,8.30432973072529,6.647526859792073,-1.656802870933216,Mixed,NSC,chr19
Slc29a2,chr19,5023860,5031972,+,5013860,5023860,7.143036831319332,6.205306011577448,-0.9377308197418844,Mixed,NSC,chr19
B4gat1,chr19,5038826,5041131,+,5028826,5038826,8.304481141948699,6.966579960429667,-1.3379011815190325,Mixed,NSC,chr19
Brms1,chr19,5041354,5049917,+,5031354,5041354,8.968800715517999,6.87842015440464,-2.090380561113359,Euchromatin,NSC,chr19
Cd248,chr19,5068078,5070682,+,5058078,5068078,7.844911277389527,6.144088786681493,-1.7008224907080338,Mixed,NSC,chr19
Tmem151a,chr19,5070859,5085531,-,5085531,5095531,9.16151899074316,6.42826577896277,-2.733253211780391,Euchromatin,NSC,chr19
Yif1a,chr19,5088538,5092881,+,5078538,5088538,8.674897908759117,6.555464303278924,-2.119433605480194,Euchromatin,NSC,chr19
Cnih2,chr19,5092868,5098521,-,5098521,5108521,8.644198105192183,6.441640969800949,-2.202557135391234,Euchromatin,NSC,chr19
Rab1b,chr19,5099205,5107072,-,5107072,5117072,6.958385501849651,5.847446306375662,-1.1109391954739891,Mixed,NSC,chr19
Klc2,chr19,5107746,5118560,-,5118560,5128560,5.902535926997661,5.221420453985532,-0.6811154730121292,Mixed,NSC,chr19
Pacs1,chr19,5133158,5273119,-,5273119,5283119,7.738445960974693,6.138331203842164,-1.6001147571325296,Mixed,NSC,chr19
Sf3b2,chr19,5273932,5295455,-,5295455,5305455,8.532224472224712,6.218561225006977,-2.313663247217735,Euchromatin,NSC,chr19
Cst6,chr19,5344705,5349574,-,5349574,5359574,6.719147185432911,6.064015622540315,-0.6551315628925964,Mixed,NSC,chr19
Banf1,chr19,5364638,5367168,-,5367168,5377168,6.433886133348942,6.416291566113631,-0.017594567235311,Mixed,NSC,chr19
Sart1,chr19,5377523,5388703,-,5388703,5398703,7.274941782146692,5.672186809758345,-1.6027549723883476,Mixed,NSC,chr19
AI837181,chr19,5425144,5427313,+,5415144,5425144,9.215129224658012,7.0889044907371215,-2.126224733920891,Euchromatin,NSC,chr19
Fosl1,chr19,5447547,5455946,+,5437547,5447547,6.596540388357639,5.706671528081099,-0.8898688602765397,Mixed,NSC,chr19
Ccdc85b,chr19,5453180,5457894,-,5457894,5467894,10.122773735308648,7.718051331702868,-2.4047224036057804,Euchromatin,NSC,chr19
Fibp,chr19,5460615,5465051,+,5450615,5460615,9.191067876577378,7.127869716644287,-2.0631981599330915,Euchromatin,NSC,chr19
Efemp2,chr19,5473954,5482517,+,5463954,5473954,9.574334549880028,7.238106536646684,-2.3362280132333444,Euchromatin,NSC,chr19
Cfl1,chr19,5490455,5495201,+,5480455,5490455,9.426146525323391,6.583002145389716,-2.843144379933677,Euchromatin,NSC,chr19
Snx32,chr19,5492235,5510538,-,5510538,5520538,7.348901543653011,5.378236040401458,-1.9706655032515528,Mixed,NSC,chr19
Ovol1,chr19,5549136,5560646,-,5560646,5570646,11.117796741700172,7.843646680593491,-3.274150061106681,Euchromatin,NSC,chr19
Ap5b1,chr19,5568025,5571261,+,5558025,5568025,9.358052850306034,7.139575034856797,-2.218477815449237,Euchromatin,NSC,chr19
Rnaseh2c,chr19,5601873,5607019,+,5591873,5601873,6.595894993609189,5.641562439533075,-0.9543325540761138,Mixed,NSC,chr19
Kat5,chr19,5603014,5610237,-,5610237,5620237,7.041180202770233,6.682465834772587,-0.3587143679976465,Mixed,NSC,chr19
Rela,chr19,5637483,5648130,+,5627483,5637483,7.731268837010861,6.78211285008192,-0.9491559869289404,Mixed,NSC,chr19
Sipa1,chr19,5651185,5663707,-,5663707,5673707,9.848454259836672,6.820861540446678,-3.027592719389995,Euchromatin,NSC,chr19
Pcnx3,chr19,5664635,5688908,-,5688908,5698908,10.68621159131527,7.341532823232811,-3.34467876808246,Euchromatin,NSC,chr19
Ehbp1l1,chr19,5707376,5726317,-,5726317,5736317,9.485540072619914,6.660579846584796,-2.8249602260351176,Euchromatin,NSC,chr19
Fam89b,chr19,5728087,5729653,-,5729653,5739653,8.040750214123726,6.435130221231778,-1.605619992891948,Mixed,NSC,chr19
Ltbp3,chr19,5740904,5758532,+,5730904,5740904,7.669096931481361,6.278229225587846,-1.3908677058935153,Mixed,NSC,chr19
Scyl1,chr19,5758351,5771419,-,5771419,5781419,6.81921164892912,5.395484142053127,-1.4237275068759925,Mixed,NSC,chr19
Malat1,chr19,5795690,5802672,-,5802672,5812672,10.911512247514723,7.54701215253671,-3.3645000949780157,Euchromatin,NSC,chr19
Neat1,chr19,5824708,5845478,-,5845478,5855478,10.936481525874138,7.520948745516937,-3.415532780357201,Euchromatin,NSC,chr19
Frmd8,chr19,5849702,5875274,-,5875274,5885274,8.802900357842447,7.6565512634197885,-1.146349094422658,Mixed,NSC,chr19
Tigd3,chr19,5891138,5894149,-,5894149,5904149,6.748755406320095,5.704295365089178,-1.0444600412309173,Mixed,NSC,chr19
Dpf2,chr19,5896516,5913010,-,5913010,5923010,9.278713551104069,6.96645393349727,-2.3122596176067987,Euchromatin,NSC,chr19
Pola2,chr19,5940542,5964202,-,5964202,5974202,7.851821188175679,6.531497519783179,-1.3203236683924997,Mixed,NSC,chr19
Capn1,chr19,5988545,6015897,-,6015897,6025897,8.72427805687189,6.591016483132044,-2.133261573739846,Euchromatin,NSC,chr19
Syvn1,chr19,6046576,6053712,+,6036576,6046576,7.241784399294853,5.389705426482359,-1.8520789728124945,Mixed,NSC,chr19
Fau,chr19,6057844,6059524,+,6047844,6057844,8.55381980202198,6.481487352232139,-2.072332449789841,Euchromatin,NSC,chr19
Znhit2,chr19,6061192,6062472,+,6051192,6061192,7.975338591706754,6.872489134204389,-1.1028494575023648,Mixed,NSC,chr19
Cdca5,chr19,6084983,6091777,+,6074983,6084983,7.973155752038956,6.015855068532626,-1.9573006835063296,Mixed,NSC,chr19
Sac3d1,chr19,6116000,6118650,-,6118650,6128650,8.008334244668484,6.764515430410703,-1.2438188142577813,Mixed,NSC,chr19
Arl2,chr19,6134374,6141548,-,6141548,6151548,7.681490463912487,6.483347763288022,-1.198142700624465,Mixed,NSC,chr19
Ppp2r5b,chr19,6227765,6235872,-,6235872,6245872,8.818370053112506,7.08633183194399,-1.7320382211685166,Mixed,NSC,chr19
Atg2a,chr19,6241668,6262335,+,6231668,6241668,8.230075856637955,7.163983416259289,-1.0660924403786654,Mixed,NSC,chr19
Ehd1,chr19,6276725,6300096,+,6266725,6276725,8.84950930404663,5.931440659304459,-2.9180686447421715,Euchromatin,NSC,chr19
Cdc42bpg,chr19,6306456,6325652,+,6296456,6306456,9.422687471997737,6.817092216877143,-2.605595255120594,Euchromatin,NSC,chr19
Men1,chr19,6334979,6340891,+,6324979,6334979,6.9634788495063775,5.811960399472714,-1.151518450033664,Mixed,NSC,chr19
Map4k2,chr19,6341135,6355615,+,6331135,6341135,8.455626057326793,7.173251821945111,-1.282374235381682,Mixed,NSC,chr19
Sf1,chr19,6363690,6378030,+,6353690,6363690,6.4328119054436685,5.511769237240156,-0.9210426682035128,Mixed,NSC,chr19
Rasgrp2,chr19,6399340,6415216,+,6389340,6399340,10.025670970141888,7.300727752367655,-2.724943217774231,Euchromatin,NSC,chr19
Nrxn2,chr19,6418731,6544169,+,6408731,6418731,8.396696503782273,6.6322707007169726,-1.7644258030653006,Mixed,NSC,chr19
Rps6ka4,chr19,6829085,6840636,-,6840636,6850636,9.494636391425132,7.380730603063107,-2.1139057883620254,Euchromatin,NSC,chr19
Mir5046,chr19,6829886,6829944,-,6829944,6839944,9.04057494174242,6.526845845143001,-2.51372909659942,Euchromatin,NSC,chr19
Prdx5,chr19,6906697,6910106,-,6910106,6920106,7.594923756349086,6.134539641304811,-1.460384115044275,Mixed,NSC,chr19
