gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type,chromosome
Cdc34,chr10,79682195,79688398,+,79672195,79682195,5.600218870162965,5.028522586345673,-0.5716962838172917,Mixed,Neu,chr10
Bsg,chr10,79704491,79711969,+,79694491,79704491,4.171339618611336,4.227668795283636,0.0563291766722997,Mixed,Neu,chr10
Hcn2,chr10,79716634,79736108,+,79706634,79716634,6.173829784393311,4.8030393528143565,-1.3707904315789543,Mixed,Neu,chr10
Polrmt,chr10,79736123,79746581,-,79746581,79756581,6.423758113360404,4.964259647027651,-1.4594984663327528,Mixed,Neu,chr10
Rnf126,chr10,79758515,79766952,-,79766952,79776952,6.567678217506408,4.721656457209587,-1.8460217602968212,Mixed,Neu,chr10
Fstl3,chr10,79777272,79782630,+,79767272,79777272,6.756824154257775,4.73386796081066,-2.022956193447114,Euchromatin,Neu,chr10
Palm,chr10,79793572,79820896,+,79783572,79793572,4.995090165615082,4.208709426180522,-0.7863807394345601,Mixed,Neu,chr10
Misp,chr10,79820989,79830490,+,79810989,79820989,6.242009219098091,4.930433915869394,-1.3115753032286968,Mixed,Neu,chr10
Ptbp1,chr10,79854427,79864771,+,79844427,79854427,4.903619136691093,4.150749102139473,-0.7528700345516199,Mixed,Neu,chr10
Prtn3,chr10,79874476,79883174,+,79864476,79874476,6.246819826889039,5.023813188989957,-1.2230066378990818,Mixed,Neu,chr10
Med16,chr10,79894708,79908923,-,79908923,79918923,7.404870776915549,5.125259867103893,-2.279610909811656,Euchromatin,Neu,chr10
R3hdm4,chr10,79910052,79921208,-,79921208,79931208,6.647617246031761,3.924801352326075,-2.7228158937056857,Euchromatin,Neu,chr10
Arid3a,chr10,79927043,79955018,+,79917043,79927043,5.960126540553569,4.262843059881528,-1.6972834806720405,Mixed,Neu,chr10
Wdr18,chr10,79960152,79970203,+,79950152,79960152,5.326363022541999,3.777743968113264,-1.5486190544287357,Mixed,Neu,chr10
Tmem259,chr10,79974948,79984330,-,79984330,79994330,6.22594863128662,4.735300373156865,-1.490648258129755,Mixed,Neu,chr10
Arhgap45,chr10,80016653,80031472,+,80006653,80016653,7.144156468319892,4.322402077805996,-2.821754390513896,Euchromatin,Neu,chr10
Polr2e,chr10,80035949,80039795,-,80039795,80049795,5.618556415200233,4.441336221337319,-1.1772201938629143,Mixed,Neu,chr10
Gpx4,chr10,80047166,80056439,+,80037166,80047166,6.220370276761055,4.836089803004264,-1.3842804737567906,Mixed,Neu,chr10
Sbno2,chr10,80056992,80105571,-,80105571,80115571,5.189132253074646,3.955703488604228,-1.233428764470419,Mixed,Neu,chr10
Stk11,chr10,80115803,80130682,+,80105803,80115803,5.258846635317802,3.9451888023376473,-1.3136578329801556,Mixed,Neu,chr10
Cbarp,chr10,80130451,80140835,-,80140835,80150835,6.775914093136787,5.022031984448433,-1.7538821086883545,Mixed,Neu,chr10
Midn,chr10,80148272,80158368,+,80138272,80148272,6.303932414841652,4.616143929576874,-1.687788485264778,Mixed,Neu,chr10
Cirbp,chr10,80165985,80172786,+,80155985,80165985,6.165065072059631,3.863472476124764,-2.3015925959348675,Euchromatin,Neu,chr10
Efna2,chr10,80179482,80190010,+,80169482,80179482,4.955356429338455,4.733427160835266,-0.2219292685031888,Mixed,Neu,chr10
Pwwp3a,chr10,80226434,80243903,+,80216434,80226434,7.415775468659402,4.25934170820713,-3.156433760452272,Euchromatin,Neu,chr10
Ndufs7,chr10,80249121,80256794,+,80239121,80249121,5.7737796022892,5.081306068619092,-0.6924735336701078,Mixed,Neu,chr10
Gamt,chr10,80258151,80261012,-,80261012,80271012,4.869529811024665,4.755767709573109,-0.1137621014515559,Mixed,Neu,chr10
Dazap1,chr10,80261486,80288408,+,80251486,80261486,7.708701297736168,3.595981193161011,-4.112720104575157,Euchromatin,Neu,chr10
Rps15,chr10,80292453,80294114,+,80282453,80292453,6.22640096552372,3.6631522963523855,-2.563248669171333,Euchromatin,Neu,chr10
2310011J03Rik,chr10,80318254,80320537,-,80320537,80330537,6.71367070479393,3.894414546489716,-2.819256158304215,Euchromatin,Neu,chr10
Pcsk4,chr10,80321283,80329498,-,80329498,80339498,5.636050736236572,4.078839190451304,-1.5572115457852682,Mixed,Neu,chr10
Adamtsl5,chr10,80339110,80348412,-,80348412,80358412,6.4860966956138615,4.089714777851104,-2.396381917762757,Euchromatin,Neu,chr10
Plk5,chr10,80356459,80365489,+,80346459,80356459,6.578375268650055,4.318606120816867,-2.2597691478331887,Euchromatin,Neu,chr10
Mbd3,chr10,80392539,80399550,-,80399550,80409550,6.580499304175377,5.318299717505773,-1.2621995866696043,Mixed,Neu,chr10
Uqcr11,chr10,80402997,80406830,-,80406830,80416830,7.229021177887917,4.488345919648806,-2.7406752582391114,Euchromatin,Neu,chr10
Tcf3,chr10,80409514,80433647,-,80433647,80443647,6.13337387714386,3.902548595913252,-2.2308252812306084,Euchromatin,Neu,chr10
Onecut3,chr10,80494835,80517276,+,80484835,80494835,5.341713752746582,4.388052485446135,-0.953661267300447,Mixed,Neu,chr10
Rexo1,chr10,80540922,80561560,-,80561560,80571560,5.491542018175125,4.757574534575144,-0.7339674835999812,Mixed,Neu,chr10
Klf16,chr10,80567124,80577321,-,80577321,80587321,7.276069906830787,4.924139387138685,-2.351930519692102,Euchromatin,Neu,chr10
Abhd17a,chr10,80583654,80590341,-,80590341,80600341,5.345800033414363,4.940370638386408,-0.405429395027955,Mixed,Neu,chr10
Scamp4,chr10,80602872,80615783,+,80592872,80602872,6.00037406885624,5.033697558697065,-0.966676510159175,Mixed,Neu,chr10
Adat3,chr10,80602880,80607654,+,80592880,80602880,6.004450568795204,5.036010958711306,-0.968439610083898,Mixed,Neu,chr10
Csnk1g2,chr10,80622838,80640749,+,80612838,80622838,5.978064948487282,5.062401834638914,-0.9156631138483684,Mixed,Neu,chr10
Btbd2,chr10,80642617,80657071,-,80657071,80667071,6.219382395482063,4.138011992879709,-2.081370402602354,Euchromatin,Neu,chr10
Mknk2,chr10,80665327,80678112,-,80678112,80688112,6.094371270155906,4.723170896251997,-1.3712003739039096,Mixed,Neu,chr10
Mob3a,chr10,80685253,80701977,-,80701977,80711977,7.252296883010864,5.069455559666952,-2.1828413233439123,Euchromatin,Neu,chr10
Izumo4,chr10,80702184,80705373,+,80692184,80702184,6.673906599164009,5.308080880411466,-1.3658257187525429,Mixed,Neu,chr10
Ap3d1,chr10,80706956,80742264,-,80742264,80752264,6.246035034132004,4.567494411659241,-1.678540622472763,Mixed,Neu,chr10
Dot1l,chr10,80755206,80795461,+,80745206,80755206,5.875732756876946,4.2526318719784415,-1.623100884898505,Mixed,Neu,chr10
Sf3a2,chr10,80798198,80804924,+,80788198,80798198,8.36867017838955,4.777219792866707,-3.591450385522843,Euchromatin,Neu,chr10
Amh,chr10,80805243,80807648,+,80795243,80805243,6.297150756955147,4.469257422260443,-1.8278933346947035,Mixed,Neu,chr10
Oaz1,chr10,80826656,80829290,+,80816656,80826656,4.4841716560602185,4.238296953964233,-0.2458747020959855,Mixed,Neu,chr10
Lsm7,chr10,80852821,80855209,-,80855209,80865209,7.704841542315482,4.400240882746378,-3.304600659569104,Euchromatin,Neu,chr10
Timm13,chr10,80899450,80900969,-,80900969,80910969,6.259445293092727,5.869434372385343,-0.3900109207073843,Mixed,Neu,chr10
Lmnb2,chr10,80901203,80918245,-,80918245,80928245,3.941998960494995,4.581812577565511,0.6398136170705162,Mixed,Neu,chr10
Gadd45b,chr10,80930073,80932204,+,80920073,80930073,3.8421252930164336,4.229600892758369,0.3874755997419354,Mixed,Neu,chr10
Gng7,chr10,80948624,81014945,-,81014945,81024945,5.970154522299766,4.713622342904409,-1.2565321793953572,Mixed,Neu,chr10
Sgta,chr10,81044075,81060181,-,81060181,81070181,5.231277795886994,4.070783270025253,-1.1604945258617407,Mixed,Neu,chr10
Thop1,chr10,81070035,81082559,+,81060035,81070035,5.267822970628738,4.088093716899554,-1.1797292537291844,Mixed,Neu,chr10
Map2k2,chr10,81105915,81133975,+,81095915,81105915,5.983618570566177,5.29186319021384,-0.6917553803523377,Mixed,Neu,chr10
Zbtb7a,chr10,81135220,81152995,+,81125220,81135220,4.931927168488502,5.119159658908845,0.1872324904203424,Mixed,Neu,chr10
Pias4,chr10,81153266,81167923,-,81167923,81177923,4.350627304959297,4.02469102717638,-0.3259362777829171,Mixed,Neu,chr10
Eef2,chr10,81176631,81182498,+,81166631,81176631,4.504159660696984,3.9506888516028726,-0.5534708090941112,Mixed,Neu,chr10
Dapk3,chr10,81183005,81193197,+,81173005,81183005,6.9476523413658136,4.723088673233986,-2.224563668131828,Euchromatin,Neu,chr10
Zfr2,chr10,81233155,81252123,+,81223155,81233155,4.850430178523064,4.383837485233943,-0.4665926932891215,Mixed,Neu,chr10
Apba3,chr10,81266960,81273246,+,81256960,81266960,7.385331461668014,4.459884583950043,-2.925446877717971,Euchromatin,Neu,chr10
Tjp3,chr10,81273207,81291581,-,81291581,81301581,7.765384210181236,4.821143808150292,-2.9442404020309443,Euchromatin,Neu,chr10
Pip5k1c,chr10,81292963,81319973,+,81282963,81292963,4.3725347859025,5.699922853410244,1.3273880675077434,Mixed,Neu,chr10
Cactin,chr10,81321103,81326242,+,81311103,81321103,6.489313386702538,5.139276291362445,-1.3500370953400926,Mixed,Neu,chr10
Gipc3,chr10,81335265,81343266,-,81343266,81353266,5.730069524955749,4.558098375471432,-1.1719711494843177,Mixed,Neu,chr10
Hmg20b,chr10,81346048,81350480,-,81350480,81360480,7.240346460461617,3.88249766377608,-3.3578487966855373,Euchromatin,Neu,chr10
Mfsd12,chr10,81357491,81366225,+,81347491,81357491,6.390468474721908,4.619447008522353,-1.7710214661995556,Mixed,Neu,chr10
Fzr1,chr10,81366222,81378516,-,81378516,81388516,6.497693414568901,4.533072338128091,-1.9646210764408103,Mixed,Neu,chr10
Dohh,chr10,81384428,81388352,+,81374428,81384428,6.025045103645325,4.703111011632283,-1.3219340920130414,Mixed,Neu,chr10
Nfic,chr10,81396186,81455635,-,81455635,81465635,6.323964274883271,3.881842641075453,-2.4421216338078184,Euchromatin,Neu,chr10
Celf5,chr10,81459227,81482709,-,81482709,81492709,7.012234105432034,4.23470168668429,-2.777532418747744,Euchromatin,Neu,chr10
Ncln,chr10,81486249,81496392,-,81496392,81506392,4.4245746005535125,4.751077870718638,0.3265032701651256,Mixed,Neu,chr10
S1pr4,chr10,81497747,81500132,-,81500132,81510132,5.975360713148117,4.942972658348084,-1.032388054800033,Mixed,Neu,chr10
Gna11,chr10,81528724,81545190,-,81545190,81555190,5.397364156603813,3.9379014191627504,-1.4594627374410627,Mixed,Neu,chr10
Tle6,chr10,81590904,81601073,-,81601073,81611073,5.184892244911194,5.099611330107847,-0.0852809148033468,Mixed,Neu,chr10
Sirt6,chr10,81621785,81627797,-,81627797,81637797,6.76094403886795,4.647471198097865,-2.1134728407700853,Euchromatin,Neu,chr10
Ankrd24,chr10,81628540,81647610,+,81618540,81628540,6.021886952519417,4.710464568694433,-1.3114223838249843,Mixed,Neu,chr10
Gm10778,chr10,81649059,81667361,+,81639059,81649059,5.549788592088222,4.6583193196853,-0.8914692724029223,Mixed,Neu,chr10
Zfp873,chr10,82048123,82064745,+,82038123,82048123,4.257438222169876,5.868311232026419,1.610873009856543,Mixed,Neu,chr10
AU041133,chr10,82128013,82153065,+,82118013,82128013,4.111355060255526,5.480541683626175,1.3691866233706484,Mixed,Neu,chr10
Tdg,chr10,82629828,82650799,+,82619828,82629828,2.9636939351558684,2.473819251894951,-0.4898746832609175,Mixed,Neu,chr10
Hcfc2,chr10,82696160,82742428,+,82686160,82696160,3.868512343168258,5.1156443678538,1.2471320246855415,Mixed,Neu,chr10
Nfyb,chr10,82748701,82764144,-,82764144,82774144,3.1733856163740155,4.661317235930761,1.4879316195567451,Mixed,Neu,chr10
1700028I16Rik,chr10,82812123,82824242,+,82802123,82812123,4.441493088340759,4.633662677057584,0.1921695887168244,Mixed,Neu,chr10
Txnrd1,chr10,82833951,82897712,+,82823951,82833951,3.6355455624580384,4.323801961199443,0.6882563987414048,Mixed,Neu,chr10
Gm38560,chr10,82845733,82859008,-,82859008,82869008,3.9218962167024607,4.916824251055718,0.9949280343532568,Mixed,Neu,chr10
Chst11,chr10,82985498,83195900,+,82975498,82985498,5.087983167386055,4.07976141623656,-1.0082217511494944,Mixed,Neu,chr10
Slc41a2,chr10,83230848,83337882,-,83337882,83347882,4.560568054342269,4.93267661678791,0.372108562445641,Mixed,Neu,chr10
Washc4,chr10,83543752,83596473,+,83533752,83543752,4.0757360033273695,4.61391908258597,0.5381830792586006,Mixed,Neu,chr10
Appl2,chr10,83600033,83648738,-,83648738,83658738,4.343117843604088,4.511038459801674,0.1679206161975859,Mixed,Neu,chr10
1500009L16Rik,chr10,83722865,83762762,+,83712865,83722865,3.887087439775467,5.111109396974246,1.2240219571987794,Mixed,Neu,chr10
Nuak1,chr10,84370905,84440597,-,84440597,84450597,4.648656274700165,4.515584699741999,-0.1330715749581656,Mixed,Neu,chr10
Ckap4,chr10,84526305,84534062,-,84534062,84544062,5.594439883708954,5.1128680323123925,-0.4815718513965619,Mixed,Neu,chr10
Tcp11l2,chr10,84576626,84614359,+,84566626,84576626,3.263709717750549,4.847804613502821,1.5840948957522718,Mixed,Neu,chr10
Polr3b,chr10,84622292,84727178,+,84612292,84622292,4.800104775357246,4.094193758400281,-0.7059110169569651,Mixed,Neu,chr10
Rfx4,chr10,84756062,84906538,+,84746062,84756062,3.362126847243309,2.6385648514668145,-0.7235619957764947,Mixed,Neu,chr10
Ric8b,chr10,84917616,85018337,+,84907616,84917616,3.094434753680229,5.027473914488158,1.9330391608079287,Mixed,Neu,chr10
Tmem263,chr10,85102627,85120618,+,85092627,85102627,2.85489874612093,5.638110558195908,2.7832118120749785,Heterochromatin,Neu,chr10
Cry1,chr10,85131700,85185064,-,85185064,85195064,4.4880243750810624,4.677761851747831,0.1897374766667683,Mixed,Neu,chr10
Pwp1,chr10,85829494,85889096,+,85819494,85829494,2.47891725962162,3.2205550085306167,0.7416377489089965,Mixed,Neu,chr10
Prdm4,chr10,85891966,85917142,-,85917142,85927142,3.973816899180412,5.0182013560374585,1.0443844568570464,Mixed,Neu,chr10
Ascl4,chr10,85927681,85946206,+,85917681,85927681,3.786557494354248,5.032286017775536,1.2457285234212874,Mixed,Neu,chr10
Rtcb,chr10,85938637,85957823,-,85957823,85967823,3.903950798654556,4.863567489266395,0.9596166906118389,Mixed,Neu,chr10
Fbxo7,chr10,86021972,86051873,+,86011972,86021972,3.714636943030357,5.230071089347203,1.5154341463168457,Mixed,Neu,chr10
Timp3,chr10,86300372,86349506,+,86290372,86300372,3.436482880854607,3.412396751666069,-0.0240861291885376,Mixed,Neu,chr10
1810014B01Rik,chr10,86685525,86694806,+,86675525,86685525,0.6156882717609405,0.6173890969355901,0.0017008251746495,Mixed,Neu,chr10
Ttc41,chr10,86705811,86776844,+,86695811,86705811,3.985648718929291,4.920937509648005,0.935288790718714,Mixed,Neu,chr10
Nt5dc3,chr10,86779005,86838389,+,86769005,86779005,5.50999838924408,4.2133030504783,-1.2966953387657805,Mixed,Neu,chr10
1700113H08Rik,chr10,87058045,87230589,+,87048045,87058045,4.098933213353157,5.195238038221995,1.096304824868838,Mixed,Neu,chr10
Ascl1,chr10,87490819,87493660,-,87493660,87503660,2.560903645634651,4.353402147491773,1.7924985018571218,Mixed,Neu,chr10
Nup37,chr10,88146992,88178390,+,88136992,88146992,3.1333899101257323,4.030084517463048,0.8966946073373157,Mixed,Neu,chr10
Dram1,chr10,88322804,88379080,-,88379080,88389080,5.268698974013328,4.853020901481311,-0.4156780725320175,Mixed,Neu,chr10
Gnptab,chr10,88379132,88447329,+,88369132,88379132,4.905805547833443,5.099650915726026,0.1938453678925835,Mixed,Neu,chr10
Arl1,chr10,88730858,88744094,+,88720858,88730858,4.151073461389542,4.983810169490178,0.8327367081006365,Mixed,Neu,chr10
Utp20,chr10,88746607,88826804,-,88826804,88836804,4.173699274301529,5.5005507802724845,1.3268515059709554,Mixed,Neu,chr10
Slc5a8,chr10,88885992,88929515,+,88875992,88885992,3.3529497996091844,4.360789867234231,1.0078400676250463,Mixed,Neu,chr10
Ano4,chr10,88948994,89344762,-,89344762,89354762,3.373374094629288,4.091919316061337,0.7185452214320489,Mixed,Neu,chr10
Scyl2,chr10,89638721,89686285,-,89686285,89696285,3.409111754059792,3.778556420067946,0.3694446660081545,Mixed,Neu,chr10
Actr6,chr10,89711971,89732295,-,89732295,89742295,4.493292539119721,4.437272076487542,-0.0560204626321789,Mixed,Neu,chr10
Anks1b,chr10,89873509,90973300,+,89863509,89873509,4.414166237211227,5.075376809199651,0.6612105719884234,Mixed,Neu,chr10
Apaf1,chr10,90989311,91082770,-,91082770,91092770,4.901291623115539,4.508262353221576,-0.3930292698939635,Mixed,Neu,chr10
Slc25a3,chr10,91116574,91124059,-,91124059,91134059,4.802966925859452,5.04058655304114,0.2376196271816884,Mixed,Neu,chr10
Tmpo,chr10,91147571,91181315,-,91181315,91191315,3.639454117536545,3.958885228872299,0.3194311113357537,Mixed,Neu,chr10
Nedd1,chr10,92684746,92722420,-,92722420,92732420,4.4633393428325645,3.381790936112404,-1.0815484067201604,Mixed,Neu,chr10
Cdk17,chr10,93160875,93267071,+,93150875,93160875,3.270648905515671,4.5950013912518815,1.3243524857362106,Mixed,Neu,chr10
Elk3,chr10,93247414,93311135,-,93311135,93321135,3.8050384069681167,3.605385399103165,-0.1996530078649518,Mixed,Neu,chr10
Lta4h,chr10,93453411,93484875,+,93443411,93453411,2.7006871703386306,2.780413929613432,0.0797267592748007,Mixed,Neu,chr10
Amdhd1,chr10,93523338,93540033,-,93540033,93550033,2.586589176106453,2.897099586760998,0.3105104106545449,Mixed,Neu,chr10
4933408J17Rik,chr10,93589413,93605245,+,93579413,93589413,3.605683297967911,4.078390536173186,0.4727072382052748,Mixed,Neu,chr10
Ntn4,chr10,93640681,93747207,+,93630681,93640681,3.575725999259949,3.25288309729894,-0.322842901961009,Mixed,Neu,chr10
Usp44,chr10,93831555,93858088,+,93821555,93831555,2.4312473524808884,2.9491899223725,0.5179425698916118,Mixed,Neu,chr10
Metap2,chr10,93858489,93897093,-,93897093,93907093,3.541749800491333,3.25016406356891,-0.291585736922423,Mixed,Neu,chr10
Fgd6,chr10,94036001,94145339,+,94026001,94036001,3.436707443547249,4.138877674325308,0.7021702307780586,Mixed,Neu,chr10
Nr2c1,chr10,94148023,94197211,+,94138023,94148023,4.557005810904503,3.9568769972682,-0.600128813636303,Mixed,Neu,chr10
Ndufa12,chr10,94198720,94221443,+,94188720,94198720,3.0138608874082564,4.717498931328455,1.7036380439201988,Mixed,Neu,chr10
Tmcc3,chr10,94311949,94590956,+,94301949,94311949,3.7465908408164976,4.284203894686699,0.5376130538702011,Mixed,Neu,chr10
Cep83os,chr10,94671025,94688576,-,94688576,94698576,3.993399729585647,4.3218635622104005,0.3284638326247533,Mixed,Neu,chr10
Plxnc1,chr10,94790866,94944835,-,94944835,94954835,4.639036274313926,4.552513682405154,-0.0865225919087722,Mixed,Neu,chr10
Cradd,chr10,95174746,95324133,-,95324133,95334133,3.350968489050865,5.118456804307303,1.7674883152564371,Mixed,Neu,chr10
Socs2,chr10,95385362,95417180,-,95417180,95427180,4.602875388503074,4.551556303143502,-0.0513190853595721,Mixed,Neu,chr10
Mrpl42,chr10,95480805,95501940,-,95501940,95511940,4.290383615136146,4.295556457479795,0.005172842343649,Mixed,Neu,chr10
Ube2n,chr10,95515145,95545657,+,95505145,95515145,4.000383445858955,4.181981054902077,0.1815976090431217,Mixed,Neu,chr10
Nudt4,chr10,95547007,95564146,-,95564146,95574146,4.000029961323738,4.137781849646568,0.1377518883228301,Mixed,Neu,chr10
Eea1,chr10,95940650,96045518,+,95930650,95940650,2.85630177295208,5.175907707770665,2.319605934818585,Heterochromatin,Neu,chr10
Btg1,chr10,96617006,96622809,+,96607006,96617006,4.665103737187386,4.524495861379306,-0.1406078758080804,Mixed,Neu,chr10
Atp2b1,chr10,98914406,99026143,+,98904406,98914406,3.7929817423343657,5.119335074249904,1.3263533319155378,Mixed,Neu,chr10
Poc1b,chr10,99107036,99198074,+,99097036,99107036,1.9679392046928408,2.418185150750478,0.4502459460576375,Mixed,Neu,chr10
Dusp6,chr10,99263231,99267489,+,99253231,99263231,4.463011982595921,5.310010688932738,0.8469987063368167,Mixed,Neu,chr10
Kitl,chr10,100015630,100100416,+,100005630,100015630,2.574685720205307,3.502461115399997,0.92777539519469,Mixed,Neu,chr10
Cep290,chr10,100487558,100574840,+,100477558,100487558,2.7626884501457214,3.73244907561938,0.9697606254736586,Mixed,Neu,chr10
Alx1,chr10,102998707,103030215,-,103030215,103040215,3.085687062740326,4.590004360377788,1.5043172976374617,Mixed,Neu,chr10
Slc6a15,chr10,103367783,103419377,+,103357783,103367783,2.9953832181453706,4.5788825678269065,1.583499349681536,Mixed,Neu,chr10
Tmtc2,chr10,105187663,105574451,-,105574451,105584451,3.727701670575142,4.189343262688319,0.4616415921131773,Mixed,Neu,chr10
Gm15663,chr10,105573953,105583874,+,105563953,105573953,3.872009966945648,4.566738054060937,0.6947280871152888,Mixed,Neu,chr10
Mettl25,chr10,105763189,105841380,-,105841380,105851380,4.403136107325554,5.080723083734512,0.6775869764089579,Mixed,Neu,chr10
Lin7a,chr10,107271686,107421474,+,107261686,107271686,3.7302022549867626,5.405440185308457,1.6752379303216944,Mixed,Neu,chr10
Ppp1r12a,chr10,108162193,108284475,+,108152193,108162193,2.3210699496507647,4.2627259569168094,1.9416560072660447,Mixed,Neu,chr10
Pawr,chr10,108332121,108414240,+,108322121,108332121,3.0237493968009947,4.85603783882459,1.8322884420235952,Mixed,Neu,chr10
Nav3,chr10,109681259,110456204,-,110456204,110466204,4.013221618890762,4.682393516151111,0.6691718972603482,Mixed,Neu,chr10
E2f7,chr10,110745439,110787384,+,110735439,110745439,3.7152052126407615,4.766037980930011,1.0508327682892484,Mixed,Neu,chr10
Csrp2,chr10,110919789,110939622,+,110909789,110919789,3.658156118535995,5.082033779215813,1.4238776606798176,Mixed,Neu,chr10
Zdhhc17,chr10,110941780,111010140,-,111010140,111020140,4.525183181166649,4.1638713386058805,-0.3613118425607684,Mixed,Neu,chr10
Osbpl8,chr10,111164752,111297249,+,111154752,111164752,4.132036563634872,3.648117595585187,-0.4839189680496849,Mixed,Neu,chr10
Bbs10,chr10,111298679,111301727,+,111288679,111298679,3.5893069060325624,4.797075266842048,1.2077683608094851,Mixed,Neu,chr10
Nap1l1,chr10,111473223,111498150,+,111463223,111473223,4.251889013171196,4.223840189965567,-0.028048823205629,Mixed,Neu,chr10
Phlda1,chr10,111506286,111508645,+,111496286,111506286,2.96633996245861,4.8379112138191855,1.8715712513605756,Mixed,Neu,chr10
Krr1,chr10,111972664,111988432,+,111962664,111972664,2.9069436571598057,4.101796635516485,1.1948529783566793,Mixed,Neu,chr10
Atxn7l3b,chr10,112925430,112929001,-,112929001,112939001,3.308247805714608,4.561702113656203,1.2534543079415954,Mixed,Neu,chr10
Gm15723,chr10,114801726,114816831,+,114791726,114801726,2.719243339419365,4.114949240136147,1.3957059007167816,Mixed,Neu,chr10
Tbc1d15,chr10,115197872,115251467,-,115251467,115261467,3.8256751797199247,4.33336170351108,0.507686523791155,Mixed,Neu,chr10
Rab21,chr10,115287084,115315594,-,115315594,115325594,6.647946232080459,5.291431260530154,-1.3565149715503049,Mixed,Neu,chr10
Tmem19,chr10,115339674,115362501,-,115362501,115372501,3.1522788147449496,5.2975332495530445,2.145254434808095,Heterochromatin,Neu,chr10
Zfc3h1,chr10,115384959,115432772,+,115374959,115384959,2.520175729262829,4.611699808319409,2.091524079056581,Heterochromatin,Neu,chr10
Lgr5,chr10,115450311,115587780,-,115587780,115597780,3.94889864718914,4.299126506567002,0.3502278593778616,Mixed,Neu,chr10
Taf7l2,chr10,116111664,116113917,-,116113917,116123917,3.318386302471161,4.96941727643013,1.6510309739589697,Mixed,Neu,chr10
Ptprb,chr10,116275523,116389535,+,116265523,116275523,3.3213687230348587,4.319662199453513,0.9982934764186546,Mixed,Neu,chr10
Kcnmb4os1,chr10,116418052,116421237,+,116408052,116418052,4.204101328730583,4.806801121417681,0.6026997926870985,Mixed,Neu,chr10
Cnot2,chr10,116485161,116581511,-,116581511,116591511,3.688340301585197,4.454254027541478,0.7659137259562807,Mixed,Neu,chr10
Rab3ip,chr10,116905784,116950769,-,116950769,116960769,5.772010744011402,4.565708702381452,-1.20630204162995,Mixed,Neu,chr10
Cct2,chr10,117051001,117063814,-,117063814,117073814,5.276937795996666,5.114615999849637,-0.1623217961470286,Mixed,Neu,chr10
Frs2,chr10,117069427,117148534,-,117148534,117158534,4.255244333863259,4.387512908172607,0.1322685743093483,Mixed,Neu,chr10
Yeats4,chr10,117215221,117224507,-,117224507,117234507,4.44030874824524,4.804119913721085,0.3638111654758447,Mixed,Neu,chr10
Cpsf6,chr10,117344673,117380015,-,117380015,117390015,4.146757984638215,3.6300711901187896,-0.5166867945194249,Mixed,Neu,chr10
Cpm,chr10,117629500,117687352,+,117619500,117629500,4.18580495107174,4.387414342443148,0.2016093913714085,Mixed,Neu,chr10
Mdm2,chr10,117688875,117710758,-,117710758,117720758,5.554904918932915,4.227073298056921,-1.327831620875994,Mixed,Neu,chr10
Slc35e3,chr10,117733679,117746365,-,117746365,117756365,5.391763917565346,4.667736962755521,-0.7240269548098244,Mixed,Neu,chr10
Nup107,chr10,117750621,117792705,-,117792705,117802705,2.83941023349762,4.318654678344728,1.4792444448471076,Mixed,Neu,chr10
Rap1b,chr10,117813871,117846035,-,117846035,117856035,4.305014657497407,4.799271372755368,0.4942567152579613,Mixed,Neu,chr10
Mdm1,chr10,118141811,118168997,+,118131811,118141811,3.512869540941715,4.721885071094831,1.2090155301531156,Mixed,Neu,chr10
Dyrk2,chr10,118855603,118870209,-,118870209,118880209,4.003840958547592,4.358140386215845,0.3542994276682529,Mixed,Neu,chr10
Cand1,chr10,119199255,119240055,-,119240055,119250055,4.67817106038332,4.075922567526499,-0.6022484928568206,Mixed,Neu,chr10
Grip1,chr10,119453830,120087261,+,119443830,119453830,4.398877628803254,4.257308781663577,-0.141568847139677,Mixed,Neu,chr10
Helb,chr10,120083608,120112987,-,120112987,120122987,3.6805354530811303,4.771505294537545,1.0909698414564142,Mixed,Neu,chr10
Tmbim4,chr10,120201590,120224917,+,120191590,120201590,5.962780470848083,5.335559119025866,-0.6272213518222163,Mixed,Neu,chr10
Llph,chr10,120227070,120232582,+,120217070,120227070,3.6935932482481,4.138793387293815,0.4452001390457152,Mixed,Neu,chr10
Hmga2,chr10,120361275,120476469,-,120476469,120486469,3.663241813349724,4.63017553524971,0.966933721899986,Mixed,Neu,chr10
Msrb3,chr10,120781096,120899101,-,120899101,120909101,4.005168417286873,4.096106033960978,0.0909376166741049,Mixed,Neu,chr10
Lemd3,chr10,120923413,120979332,-,120979332,120989332,3.726250818276406,4.87623062769572,1.149979809419314,Mixed,Neu,chr10
Wif1,chr10,121033960,121100650,+,121023960,121033960,3.8809665092229846,4.380861276030541,0.4998947668075564,Mixed,Neu,chr10
Tbc1d30,chr10,121263820,121351278,-,121351278,121361278,4.127367928004265,4.386554049539567,0.2591861215353015,Mixed,Neu,chr10
Gns,chr10,121365090,121397249,+,121355090,121365090,4.823010038137436,4.339414322257041,-0.4835957158803952,Mixed,Neu,chr10
Rassf3,chr10,121410350,121476347,-,121476347,121486347,4.187092818629742,3.8995242233991614,-0.2875685952305793,Mixed,Neu,chr10
Tbk1,chr10,121546455,121586787,-,121586787,121596787,3.809898343682289,4.212615372753143,0.4027170290708532,Mixed,Neu,chr10
